id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
1124,An introduction to persistent homology for time series,exclude,I1,alta,"Homologia persistente/TDA, sin conexion a FDA/base/wavelet/spline",no,
1125,A Kendall correlation coefficient between functional data,include,none,baja,Coeficiente de correlacion de Kendall entre datos funcionales explicito; sin resumen,no,
1126,Optimal dimension reduction for high-dimensional and functional time series,include,none,baja,Reduccion de dimension para series temporales funcionales explicito; sin resumen,no,
1127,A journey from univariate to multivariate functional time series: A comprehensive review,include,none,alta,Revision exhaustiva de series temporales funcionales univariadas/multivariadas,no,
1128,Research on Population Mortality Based on Generalized Partially Function Linear Model with Interacti,include,none,baja,Modelo lineal funcional parcial para mortalidad explicito; sin resumen,no,
1129,Alternative models to functional-ARCH using deep-PCA for high frequency volatility,include,none,media,'Functional-ARCH' + volatilidad alta frecuencia explicito en titulo; sin resumen,no,
1130,Parameter regimes in partial functional panel regression,include,none,alta,"Regresion de panel funcional parcial, aplicado a volatilidad idiosincratica S&P500",no,
1131,The functional distance-based approach: An application on long-term Metropolitan Development,include,none,baja,'Functional distance-based approach' ambiguo pero posible FDA; sin resumen,no,
1132,Functional principal component analysis for derivatives of multivariate curves,include,none,baja,FPCA para derivadas de curvas multivariadas explicito; sin resumen,no,
1133,Depth-weighted functional ridge regression for forward realized-volatility curves,include,none,media,"Regresion ridge funcional ponderada por profundidad, curvas de volatilidad realizada",no,
1134,EXPLORING SPATIOTEMPORAL VARIATION IN COVID-19 WAVES: NON-EUCLIDEAN SPATIALLY AWARE FUNCTIONAL REGIS,include,none,baja,Registro funcional espacialmente consciente explicito (COVID); sin resumen,no,
1135,A Functional Principal Component Analysis Framework for Vibration-Based Structural Condition Assessm,include,none,alta,Marco FPCA para evaluacion estructural de puentes por vibracion,no,
1136,Interpolating Population Distributions using Public-Use Data: An Application to Income Segregation u,exclude,I1,alta,"Interpolacion de distribuciones de ingreso, sin conexion a FDA/base en el resumen",no,
1137,Spatio-Temporal Dynamics of European Innovation—An Exploratory Approach via Multivariate Functional ,include,none,alta,Clustering de datos funcionales multivariados para innovacion regional europea,no,
1138,Monitoring of functional time series,include,none,baja,Monitoreo de series temporales funcionales explicito (Bernoulli); sin resumen,no,
1139,Statistical inference for stochastic differential equations,exclude,I1,alta,"Revision de inferencia para EDEs, sin conexion a FDA/base en el resumen",no,
1140,Factor-guided estimation of large covariance matrix function with conditional functional sparsity,include,none,alta,"Estimacion de matriz de covarianza funcional de alta dimension, asignacion de portafolio",no,
1141,Developing a functional index to dynamically examine the spatio-temporal disparities of China's incl,include,none,baja,"'Functional index' ambiguo, posible indice compuesto economico; sin resumen",no,
1142,Functional data analysis: An application to COVID-19 data in the United States in 2020,include,none,alta,"FDA explicita (FPCA, correlacion canonica funcional) para datos COVID-19 EEUU",no,
1143,Functional mixtures-of-experts,include,none,alta,"Mezcla de expertos funcional, metodologico FDA",no,
1144,Sparsely observed functional time series: Estimation and prediction,include,none,alta,"Series temporales funcionales dispersamente observadas, estimacion y prediccion",no,
1145,Functional data analysis using deep neural networks,include,none,alta,Revision de FDA con redes neuronales profundas,no,
1146,Approximately mixing time series,exclude,I1,alta,"Prueba un teorema de límite central para series de tiempo no estacionarias en espacios de Hilbert. Trabajo de fundamento teórico con posible aplicación en FDA, pero no relacionado con nuestro objetivo de búsqueda.",si,verde
1147,A STATISTICAL FRAMEWORK FOR ANALYZING SHAPE IN A TIME SERIES OF RANDOM GEOMETRIC OBJECTS,include,none,baja,"Analisis de forma en series de objetos geometricos, posible FDA adyacente; sin resumen",no,
1148,STCTb: A Spatio-Temporal Collaborative Transformer Block for Brain Diseases Classification Using fMR,exclude,I1,alta,"fMRI + transformer para clasificacion de enfermedades, sin marco FDA estadistico",si,verde
1149,Monotone-constrained functional component analysis for forward risk-accumulation curves with Leak-Fr,include,none,media,"Analisis de componentes funcionales para curvas de riesgo, clasificacion de regimen (finanzas)",no,
1150,Weakly stationary stochastic processes valued in a separable Hilbert space: Gramian-cramér represent,include,none,alta,"FPCA armonica en procesos Hilbert-valuados, teorico",no,
1151,Forecasting Day-Ahead Traffic Flow Using Functional Time Series Approach,include,none,alta,Serie temporal funcional (FAR) para pronostico de trafico,no,
1152,Workplace sustainability or financial resilience? Composite-financial resilience index,exclude,I1,alta,Sin mencion de FDA/base/wavelet/spline en el resumen; indice de resiliencia financiera,no,
1153,Principal Components Analysis of Periodically Correlated Functional Time Series,include,none,alta,"PCA para series temporales funcionales periodicamente correlacionadas, marco FDA",no,
1154,Functional Time Series Analysis and Visualization Based on Records,include,none,alta,"FDA explicita, concepto de records para series temporales funcionales",no,
1155,Functional regression models for South African economic indicators: a growth curve perspective,include,none,alta,Modelos de regresion funcional para indicadores economicos sudafricanos,no,
1156,kNN local linear estimation of the conditional cumulative distribution function: Dependent functiona,include,none,alta,Estimacion kNN local lineal de CDF condicional para datos funcionales,no,
1157,Multilevel Longitudinal Functional Principal Component Model,include,none,alta,"Modelo FPCA longitudinal multinivel, metodologico",no,
1158,On changepoint detection in functional data using empirical energy distance,include,none,baja,Deteccion de cambio en datos funcionales explicito (Journal of Econometrics); sin resumen,no,
1159,Prediction theory for stationary functional time series,include,none,alta,Teoria de prediccion para series temporales funcionales estacionarias,no,
1160,An L2-norm based ANOVA test for the equality of weakly dependent functional time series,include,none,baja,Test ANOVA L2 para series temporales funcionales explicito; sin resumen,no,
1161,Functional lagged regression with sparse noisy observations,include,none,alta,Regresion funcional rezagada con observaciones dispersas ruidosas,no,
1162,Functional data analysis in the banach space of continuous functions,include,none,alta,"FDA en el espacio de Banach de funciones continuas, teorico (Annals of Statistics)",no,
1163,"On seasonal functional modeling under strong dependence, with applications to mechanically ventilate",include,none,baja,Modelado funcional estacional bajo dependencia fuerte explicito; sin resumen,no,
1164,Global sensitivity and domain-selective testing for functional-valued responses: An application to c,include,none,alta,"GSA extendido a respuestas funcionales, aplicado a modelos de economia climatica",no,
1165,Measurement and contagion modelling of systemic risk in China's financial sectors: Evidence for func,include,none,media,FDA explicita para riesgo sistemico en sector financiero chino; sin resumen,no,
1166,Short-horizon volatility spike forecasting via integrated functional and topological representations,include,none,media,Representaciones funcionales y topologicas para pronostico de picos de volatilidad; sin resumen,no,
1167,Two-sample and change-point inference for non-Euclidean valued time series,include,none,alta,Extiende auto-normalizacion de series temporales funcionales a datos no euclidianos,no,
1168,Spatiooral functional neural networks,include,none,alta,"Redes neuronales funcionales espacio-temporales, extension de modelos lineales funcionales",no,
1169,Reexamining Spatiotemporal Disparities of Financial Development in China Based on Functional Data An,include,none,alta,FDA explicita para disparidades de desarrollo financiero regional en China,no,
1170,Hill estimator of projections of functional data on principal components,include,none,alta,"Estimador de Hill sobre puntuaciones FPCA, aplicacion financiera",no,
1171,Construction of Development Momentum Index of Financial Technology by Principal Component Analysis i,include,none,alta,PCA sobre datos funcionales para prediccion de precios de acciones (FinTech),no,
1172,Volatility estimation in a nonlinear heteroscedastic functional regression model with martingale dif,include,none,alta,"Regresion funcional heteroscedastica no lineal, volatilidad de demanda electrica",no,
1173,Nonparametric Expectile Shortfall Regression for Complex Functional Structure,include,none,alta,"Regresion de shortfall no parametrica con estructura de series temporales funcionales, finanzas",no,
1174,Constructing prediction intervals for the age distribution of deaths,include,none,alta,Modelos de series temporales funcionales para intervalos de prediccion de mortalidad,no,
1175,Crop Yield Prediction Using Bayesian Spatially Varying Coefficient Models with Functional Predictors,include,none,alta,"Modelo funcional bayesiano espacialmente variable, predictores funcionales (agricultura)",no,
1176,Empirical Bayes Derivative Estimates,include,none,media,"Compara FDA con otros 3 metodos de estimacion de derivadas, metodologicamente comparativo",no,
1177,Monitoring time series with short detection delay,exclude,I1,alta,Relacionado con series temporales funcionales. No se enfoca en elección de bases ni uso de PCA. Tampoco está relacionado al ámbito económico.,si,verde
1178,The evolvement of momentum effects in China: Evidence from functional data analysis,include,none,media,FDA explicita para efectos momentum en mercado chino (finanzas); sin resumen,no,
1179,Forecasting intra-day volatility by vine copula regression using MFPCA and lagged covariates for hig,include,none,media,MFPCA explicito para volatilidad intradia de alta frecuencia; sin resumen,no,
1180,Nested functional ANOVA with pointwise and global inference: theory and application to COVID-Era fin,include,none,media,"ANOVA funcional anidado explicito, datos financieros COVID; sin resumen",no,
1181,Bayesian nonparametric change point detection for multivariate time series with missing observations,exclude,I1,alta,Series temporales multivariadas sin marco funcional explicito,si,verde
1182,Inference on common intraday periodicity at high frequencies,exclude,I1,alta,Investiga periodicidad intradia usando FDA sin aparente discusión sobre selección de bases.,si,verde
1183,Functional Linear Regression: Dependence and Error Contamination,include,none,alta,"Regresion lineal funcional con dependencia y contaminacion por error, finanzas (JBES)",no,
1184,Similarities within a multi-model ensemble: Functional data analysis framework,include,none,media,Marco FDA para similitud entre ensambles de modelos climaticos,no,
1185,Review on functional data classification,include,none,alta,Revision de clasificacion de datos funcionales,no,
1186,Wildfires vegetation recovery through satellite remote sensing and functional data analysis,include,none,media,Modelos de regresion FDA para recuperacion de vegetacion tras incendios,no,
1187,Exploring COVID-19 in mainland China during the lockdown of Wuhan via functional data analysis,include,none,baja,FDA explicita para COVID-19 en China; sin resumen,no,
1188,Nonparametric multifunctional GARCH time series data analysis: Application to dynamic forecasting in,include,none,media,"GARCH multifuncional no parametrico explicito, datos financieros; sin resumen",no,
1189,An LM-Type Unit Root Test for Functional Time Series,include,none,alta,"Test de raiz unitaria tipo LM para series temporales funcionales, FPCA, aplicacion financiera",no,
1190,Functional Subspace Variational Autoencoder for Domain-Adaptive Fault Diagnosis,include,none,media,"Autoencoder de subespacio funcional, convierte datos vectoriales a funcionales, diagnostico de fallas",no,
1191,Probabilistic Wind Speed Forecasting for Wind Turbine Allocation in the Power Grid,exclude,I1,media,"Curvas de viento con enfoque de cuantiles, sin terminologia explicita de FDA/base",no,
1192,Stopping time detection of wood panel compression: A functional time-series approach,include,none,alta,"Enfoque de series temporales funcionales explicito, manufactura de paneles de madera",no,
1193,Exploring the Nonlinear Idiosyncratic Volatility Puzzle: Evidence from China,include,none,alta,"Usa FDA como herramienta, no como objeto de estudio. Relacionado a economía. Posible discusión sobre elección de base.",si,amarillo
1194,On the local linear modelization of the conditional density for functional and ergodic data,include,none,baja,Modelizacion local lineal para datos funcionales y ergodicos explicito; sin resumen,no,
1195,On sufficient dimension reduction for functional data: Inverse moment-based methods,include,none,alta,"Reduccion de dimension suficiente para datos funcionales, revision metodologica",no,
1196,"Learning delay dynamics for multivariate stochastic processes, with application to the prediction of",include,none,alta,"Marco FDA explicito para dinamica de retardo, prediccion de COVID-19",no,
1197,Clustering Brain Signals: a Robust Approach Using Functional Data Ranking,include,none,alta,Ranking de datos funcionales para clustering de senales cerebrales EEG,no,
1198,Comparing risk profiles of international stock markets as functional data: COVID-19 versus the globa,include,none,alta,Marco FDA explicito para perfiles de riesgo de mercados bursatiles (COVID vs crisis 2008),no,
1199,Principal component analysis approaches for doubly multivariate functional data of local labour mark,include,none,media,"PCA para datos funcionales multivariados dobles, mercados laborales locales",no,
1200,Permutation tests for equality of distributions of functional data,include,none,media,Test de permutacion para igualdad de distribuciones en datos funcionales economicos,no,
1201,Evaluating a Stock Market Pairs Trading Strategy Using a Dependent Functional Data Cointegration Met,include,none,baja,Estrategia de trading de pares via cointegracion funcional (financiero),no,
1202,On functional processes with multiple discontinuities,include,none,media,"Estimacion de puntos de cambio multiples en procesos funcionales, relevante a finanzas",no,
1203,Vine copula MFPCA residual control chart for sparse multivariate functional data,include,none,media,MFPCA con copulas vine para datos financieros de alta frecuencia,no,
1204,Forecasting Age- and Sex-Specific Survival Functions: Application to Annuity Pricing,include,none,media,FPCR aplicado a pricing de anualidades,no,
1205,Financial impact of pandemics on pension sustainability: an application for Spain,exclude,I1,media,"Sostenibilidad de pensiones ante pandemias, sin mencion de FDA en el resumen",no,
1206,Frequency domain theory for functional time series: Variance decomposition and an invariance princip,include,none,media,Teoria de dominio de frecuencia y descomposicion de varianza para FTS,no,
1207,Bayesian Testing of Granger Causality in Functional Time Series,include,none,media,Causalidad de Granger bayesiana en FTS aplicada a curvas de rendimiento,no,
1208,Poisson subsampling for large-scale functional data analysis,include,none,baja,Subsampling Poisson para FDA a gran escala,no,
1209,On Consistent Hypothesis Testing In General Hilbert Spaces,include,none,media,Testing consistente de hipotesis en espacios de Hilbert generales,no,
1210,NETWORK-LEVEL TRAFFIC FLOW PREDICTION: FUNCTIONAL TIME SERIES VS. FUNCTIONAL NEURAL NETWORK APPROACH,include,none,baja,FTS vs red neuronal funcional para prediccion de trafico,no,
1211,"Contemporary Experimental Design, Multivariate Analysis and Data Mining: Festschrift in Honour of Pr",exclude,I1,alta,Festschrift de diseno experimental/mineria de datos sin relacion aparente a FDA,si,verde
1212,Nonlinear prediction of functional time series,include,none,media,Prediccion no lineal de FTS no estacionarias,no,
1213,Comparative Study of FDA and Time Series Approaches for Seabed Classification from Acoustic Curves,include,E4,media,"Comparacion de FDA y series de tiempo para clasificacion acustica, discusion metodologica comparativa",no,
1214,Change-point detection in functional time series: applications to age-specific mortality and fertili,include,none,media,"Deteccion de cambios en mortalidad/fertilidad via FTS, FPCA sustantivo",no,
1215,Scalable multiple changepoint detection for functional data sequences,include,none,media,Deteccion escalable de multiples puntos de cambio en secuencias de datos funcionales,no,
1216,Statistical Process Monitoring Based on Functional Data Analysis,include,none,media,Revision de monitoreo de procesos estadisticos basado en FDA,no,
1217,Factor models for high-dimensional functional time series I: Representation results,include,none,media,"Modelos de factores para FTS de alta dimension, representacion",no,
1218,Forecasting Canadian Age-Specific Mortality Rates: Application of Functional Time Series Analysis,include,none,media,FTS aplicado a pronostico de mortalidad canadiense,no,
1219,Multipopulation mortality modelling and forecasting: the weighted multivariate functional principal ,include,none,media,FPCA multivariante ponderado para mortalidad multipoblacional,no,
1220,Cointegrated linear processes in Bayes Hilbert space,include,none,media,Procesos cointegrados en espacio de Hilbert de Bayes,no,
1221,The scalar-on-function modal regression for functional time series data,include,none,media,Regresion modal escalar-sobre-funcion para FTS,no,
1222,Nonparametric K-means algorithm with applications in economic and functional data,exclude,E1,media,"K-means no parametrico con aplicacion economica, FDA como componente accesorio sin discutir bases",no,
1223,A Time Series Regression Model Based on Distance Covariance Weighted Bagging Framework and Functiona,include,none,media,FPCA combinado con Bagging para regresion de series de tiempo,no,
1224,A novel hybrid algorithm to forecast functional time series based on pattern sequence similarity wit,include,none,media,Pronostico hibrido de FTS aplicado a demanda electrica,no,
1225,Stationary count time series models,exclude,I1,media,"Modelos de series de conteo estacionarias, sin relacion a datos funcionales",no,
1226,Uniform in Number of Neighbor Consistency and Weak Convergence of k-Nearest Neighbor Single Index Co,include,none,media,Teoria de U-estadisticos condicionales para datos funcionales mixing,no,
1227,Independent component analysis: A statistical perspective,exclude,I1,media,"ICA desde perspectiva estadistica general, sin mencion de datos funcionales",no,
1228,Choosing the right norm for change point detection in functional data,include,none,media,Eleccion de norma para deteccion de puntos de cambio en datos funcionales,no,
1229,Estimating the conditional distribution in functional regression problems,include,none,media,Estimacion de distribucion condicional en regresion funcional,no,
1230,DeepGraphDMD: Interpretable Spatio-Temporal Decomposition of Non-linear Functional Brain Network Dyn,exclude,I1,media,"'Functional' se refiere a redes cerebrales (neurociencia), no a FDA/bases",no,
1231,A scenario analysis of future Hong Kong age and labour force profiles and its implications,include,none,media,FDA aplicado a proyeccion demografica/laboral de Hong Kong,no,
1232,Forecasting u.S. aggregate stock market excess return: Do functional data analysis add economic valu,include,none,media,FDA no parametrico aplicado a pronostico de exceso de retorno bursatil,no,
1233,Animal movement models for multiple individuals,exclude,I1,media,"Modelos de movimiento animal, sin mencion de datos funcionales en el resumen",no,
1234,Coherent mortality forecasting by the weighted multilevel functional principal component approach,include,none,media,FPCA multinivel ponderado para pronostico coherente de mortalidad,no,
1235,Testing covariance separability for continuous functional data,include,none,media,"Test de separabilidad de covarianza para datos funcionales, estructura de representacion",no,
1236,Different PCA approaches for vector functional time series with applications to resistive switching ,include,none,media,"PCA funcional para FTS vectoriales aplicado a memristores, comparacion de enfoques",no,
1237,Nonparametric estimation of functional dynamic factor model,include,none,media,Estimacion no parametrica de modelo de factor dinamico funcional,no,
1238,A Novel Curve Clustering Method for Functional Data: Applications to COVID-19 and Financial Data,include,none,media,Clustering de curvas aplicado a COVID-19 y datos financieros,no,
1239,A weak law of large numbers for realised covariation in a Hilbert space setting,include,none,media,"Covariacion realizada en espacio de Hilbert, datos funcionales de alta frecuencia",no,
1240,"Variable Selection for the Prediction of C[0,1]-Valued Autoregressive Processes using Reproducing Ke",include,none,media,"Seleccion de variables para procesos autorregresivos en C[0,1] via RKHS",no,
1241,TI-FPCA: Effective and Interpretable Dimensionality Reduction with Transform-Invariant Functional Pr,include,none,baja,"TI-FPCA, reduccion de dimensionalidad invariante a transformaciones",no,
1242,An autocovariance-based learning framework for high-dimensional functional time series,include,none,media,Marco de aprendizaje por autocovarianza para FTS de alta dimension,no,
1243,Forecasting the old-age dependency ratio to determine a sustainable pension age,include,none,media,Pronostico de razon de dependencia de vejez via modelos funcionales de mortalidad,no,
1244,The Functional Delta Method for Deriving Asymptotic Distributions,include,none,media,Metodo delta funcional para distribuciones asintoticas,no,
1245,Advances in estimation and inference for historical functional linear models,include,none,media,Avances en modelos lineales funcionales historicos (function-on-function),no,
1246,The role of geopolitical risk on the ESG stock market: evidence from functional data analysis,include,none,baja,Riesgo geopolitico en mercado ESG via FDA,no,
1247,Construction of a green development performance index of industrial enterprises: Based on the empiri,exclude,I1,alta,Creación de indice de desarrollo verde usando FDA. No se menciona metodología de suavizamiento.,si,verde
1248,Impact of COVID-19-Related Lockdown Measures on Economic and Social Outcomes in Lithuania,exclude,I1,media,"Impacto economico de COVID en Lituania, sin mencion de FDA en el resumen",no,
1249,Functional forecasting of dissolved oxygen in high-frequency vertical lake profiles,include,E4,media,"Pronostico funcional de oxigeno disuelto, discusion explicita de idoneidad de FDA",no,
1250,How Does Financial Development Affect Global Energy Security? A Functional Data Analysis,include,none,media,FDA aplicado a desarrollo financiero y seguridad energetica global,no,
1251,Bayesian estimation of the functional spatial lag model,include,none,media,Estimacion bayesiana de modelo espacial funcional (spatial lag),no,
1252,Nonlinear function-on-function regression by RKHS,include,none,baja,Regresion funcion-sobre-funcion no lineal via RKHS,no,
1253,Embedding and learning with signatures,include,none,media,"Signatures como representacion de trayectorias, relacionado a representacion funcional",no,
1254,Bootstrap prediction intervals for the age distribution of life-table death counts,include,none,media,"Bootstrap para conteos de muerte por edad, metodologia FPC-relacionada",no,
1255,Detecting British Columbia coastal rainfall patterns by clustering Gaussian processes,include,E4,media,"Clustering de lluvia costera via procesos gaussianos, con framing metodologico de FDA",no,
1256,A spatial-functional clustering algorithm for panel data with an application to Italian health tax d,include,none,baja,Clustering espacial-funcional aplicado a deducciones fiscales de salud en Italia,no,
1257,Research on the Application of Functional Data Regression Analysis in Time Series Forecasting,include,none,media,Regresion de datos funcionales aplicada a pronostico de series de tiempo,no,
1258,Analyzing and forecasting the Chinese term structure of interest rates using functional principal co,include,none,media,FPCA aplicado a pronostico de estructura de tasas de interes chinas,no,
1259,Spatiotemporal factor models for functional data with application to population map forecast,include,none,media,Modelos de factores espaciotemporales funcionales aplicados a mapas de poblacion,no,
1260,Wasserstein Regression,include,none,media,"Regresion de Wasserstein para datos de distribucion, marco de representacion",no,
1261,Nonstationary fractionally integrated functional time series,include,none,baja,FTS fraccionalmente integradas no estacionarias,no,
1262,Evaluating the Fingerprint of the Mt. Pinatubo Eruption on Stratospheric Temperatures with Spatial F,include,none,baja,Cambios estructurales funcionales espaciales aplicados a erupcion del Pinatubo (titulo explicito Functional),no,
1263,Proactive safety monitoring: A functional approach to detect safety-related anomalies using unmanned,include,E4,media,Enfoque funcional para detectar anomalias de seguridad via video de drones,no,
1264,Change-Point Detection and Its Modern Applications,include,none,media,Revision de metodos modernos de deteccion de puntos de cambio,no,
1265,Empirical likelihood inference for partial functional linear model with missing responses,include,none,baja,Verosimilitud empirica para modelo lineal funcional parcial,no,
1266,Improving Quality of Smart Grid Data by Functional Data Analysis,include,E4,media,Mejora de calidad de datos de redes electricas inteligentes via FDA,no,
1267,Monte Carlo Simulation on the Stiefel Manifold via Polar Expansion,exclude,I1,media,"Simulacion Monte Carlo en variedad de Stiefel, sin relacion a datos funcionales",no,
1268,Weighted empirical likelihood inference for dynamical correlations,include,none,media,Verosimilitud empirica ponderada para correlaciones dinamicas de funciones aleatorias,no,
1269,Functional recurrent neural network for vector-on-functional data modeling,include,none,baja,RNN funcional para modelado vector-sobre-funcion,no,
1270,Autocorrelation Functions for Point-Process Time Series,exclude,I1,media,"Autocorrelacion para procesos de puntos, sin abordar representacion funcional/bases",no,
1271,A Non-linear Function-on-Function Model for Regression with Time Series Data,include,none,media,Modelo funcion-sobre-funcion no lineal con series de tiempo,no,
1272,Real-time estimation for functional stochastic regression models,include,none,media,Estimacion en tiempo real de regresion estocastica funcional heterocedastica,no,
1273,Functional Principal Component Analysis as an Alternative to Mixed-Effect Models for Describing Spar,include,E4,media,"FPCA como alternativa a modelos mixtos, comparacion metodologica sustantiva",no,
1274,Forecasting the Yellow River runoff based on functional data analysis methods,include,none,baja,Pronostico de caudal del rio Amarillo via FDA (titulo explicito),no,
1275,Factor models for high-dimensional functional time series II: Estimation and forecasting,include,none,media,"Modelos de factores para FTS de alta dimension, Parte II",no,
1276,Weak convergence of the conditional single index U-statistics for locally stationary functional time,include,none,media,Convergencia debil de U-estadisticos condicionales para FTS localmente estacionarias,no,
1277,Bayesian functional forecasting with locally-autoregressive dependent processes,include,none,media,Pronostico bayesiano funcional aplicado a curvas de oferta/demanda,no,
1278,Long-Range Dependent Curve Time Series,include,none,media,FTS con dependencia de largo alcance via FPCA,no,
1279,Time series of functional data with application to yield curves,include,none,media,Series de tiempo de datos funcionales aplicado a curvas de rendimiento,no,
1280,Forecasting a time series of Lorenz curves: one-way functional analysis of variance,include,none,media,Pronostico de curvas de Lorenz via ANOVA funcional,no,
1281,Inference on Common Intraday Periodicity at High Frequencies With Jumps,include,none,media,Periodicidad intradia comun con saltos via FDA en activos financieros,no,
1282,Semi-functional partial linear spatial autoregressive model,include,none,media,Modelo espacial autoregresivo semi-funcional parcial lineal,no,
1283,Functional Methods for Multimodal Data Analysis,include,none,baja,Metodos funcionales para analisis de datos multimodales,no,
1284,The Area of the Convex Hull of Sampled Curves: a Robust Functional Statistical Depth Measure,include,none,baja,Medida de profundidad estadistica funcional via casco convexo,no,
1285,A Predictive Trading Framework Using Functional Linear Discriminant Analysis,include,none,media,Marco de trading predictivo via analisis discriminante lineal funcional,no,
1286,A note on quadratic forms of stationary functional time series under mild conditions,include,none,media,"Formas cuadraticas de FTS estacionarias, densidad espectral",no,
1287,Outlier detection for multivariate time series: A functional data approach[Formula presented],include,none,baja,Deteccion de outliers en series de tiempo multivariadas via enfoque funcional,no,
1288,Cross-validation model averaging for generalized functional linear model,include,none,media,Model averaging por validacion cruzada para modelo lineal funcional generalizado (econometria),no,
1289,Does financial development have a non-linear impact on energy consumption? Evidence from 30 province,exclude,I1,media,"Desarrollo financiero y consumo energetico en China, 'funcional' parece referirse a forma funcional economica, no FDA",no,
1290,"Forecasting Crude Oil Prices with Major S&P 500 Stock Prices: Deep Learning, Gaussian Process, and V",exclude,I1,media,"Pronostico de precios de petroleo via deep learning/GP/vine copula, sin FDA explicito",no,
1291,The lock-down effects of COVID-19 on the air pollution indices in Iran and its neighbors,exclude,I1,media,"Confinamiento COVID y contaminacion del aire en Iran, sin mencion de datos funcionales",no,
1292,Revisiting correlation-based functional connectivity and its relationship with structural connectivi,exclude,I1,media,"'Functional connectivity' es termino de neurociencia, no de FDA/representacion de bases",no,
1293,Asymptotic Distribution of the Functional Modal Regression Estimator,include,none,media,Distribucion asintotica del estimador de regresion modal funcional para FTS,no,
1294,Climate Downscaling and Prediction Using GIS-Based Machine Learning,exclude,I1,media,"Downscaling climatico via ML, sin mencion de datos funcionales",no,
1295,TWO-SAMPLE TESTS FOR RELEVANT DIFFERENCES IN THE EIGENFUNCTIONS OF COVARIANCE OPERATORS,include,none,baja,Test de dos muestras para diferencias en eigenfunciones de operadores de covarianza,no,
1296,Comparative Analysis of Weather-Based Indexes and the Actuaries Climate IndexTM for Crop Yield Predi,exclude,I1,media,"Indices climaticos para pricing de derivados agricolas, sin discusion explicita de FDA",no,
1297,Dependence-Based Fuzzy Clustering of Functional Time Series,include,none,media,Clustering difuso basado en dependencia para FTS en espacio de Hilbert,no,
1298,Walking fingerprinting,exclude,I1,media,"Fingerprinting de marcha via acelerometria e imagenes, sin mencion clara de FDA",no,
1299,High-dimensional functional time series forecasting: An application to age-specific mortality rates,include,none,media,"FTS de alta dimension aplicado a mortalidad especifica por edad, FPCA dinamica",no,
1300,Heteroskedastic geographically weighted regression model for functional data,include,none,media,Regresion geograficamente ponderada heterocedastica para datos funcionales,no,
1301,Intraday forecasts of a volatility index: functional time series methods with dynamic updating,include,none,media,Pronosticos intradia del indice de volatilidad VIX via FTS,no,
1302,"Taxes, Growth, and Equity: The Illusions of Fiscal Policy",exclude,I1,media,"Politica fiscal y crecimiento economico, sin relacion a FDA",no,
1303,Recursive non parametric regression estimation for functional time series data under random censorsh,include,none,media,Regresion no parametrica recursiva para FTS bajo censura aleatoria,no,
1304,Estimation of functional ARMA models,include,none,baja,Estimacion de modelos ARMA funcionales,no,
1305,Graphical Principal Component Analysis of Multivariate Functional Time Series,include,none,media,PCA grafico para FTS multivariadas con dependencia serial y grafica,no,
1306,Application of an Intensive Longitudinal Functional Model with Multiple Time Scales in Objectively M,include,E4,media,"Modelo funcional longitudinal con coeficientes variables en el tiempo, metodologia sustantiva pese a dominio de salud",no,
1307,Variational Nonparametric Inference in Stochastic Block Models with Functional Covariates,include,none,baja,Inferencia variacional no parametrica en modelos de bloques estocasticos con covariables funcionales,no,
1308,Bridge closure in the road network of Lombardy: a spatio-temporal analysis of the socio-economic imp,exclude,I1,media,"Cierre de puentes en Lombardia, sin mencion explicita de datos funcionales",no,
1309,DETECTING DISTRIBUTIONAL DIFFERENCES IN LABELED SEQUENCE DATA WITH APPLICATION TO TROPICAL CYCLONE S,exclude,I1,media,"Diferencias distribucionales en imagenes de ciclones, sin framing explicito de FDA",no,
1310,Generalized probabilistic principal component analysis of correlated data,include,none,baja,PCA probabilistica generalizada de datos correlacionados,no,
1311,Region-referenced spectral power dynamics of EEG signals: A hierarchical modeling approach,include,E4,media,"EEG representado como datos funcionales referenciados por region, mencion explicita de FDA",no,
1312,Resampling-free inference for time series via rkhs embedding,include,none,media,Inferencia libre de resampling para series de tiempo funcionales/multivariadas via RKHS,no,
1313,Forecasting day-ahead electric power prices with functional data analysis,include,none,media,Pronostico de precios electricos dia-adelante via FDA,no,
1314,Time series clustering and classification via frequency domain methods,include,none,media,"Clustering/clasificacion de series de tiempo via dominio de frecuencia, relevante a representacion",no,
1315,Heterogeneous beliefs and the Phillips curve,exclude,I1,alta,Estimation and inference of the survey-based New Keynesian Phillips curve. Usa FDA pero sin aparente discusión sobre selección de bases.,si,verde
1316,Nonparametric testing for differences in electricity prices: The case of the fukushima nuclear accid,include,none,media,"Test no parametrico para diferencias en precios de electricidad, FDA aplicado a datos dispersos",no,
1317,Functional Cointegration Test for Expectation Hypothesis of the Term Structure of Interest Rates in ,include,none,baja,Test de cointegracion funcional para tasas de interes en China,no,
1318,Conformal prediction bands for two-dimensional functional time series,include,none,media,Bandas de prediccion conformal para FTS bidimensionales,no,
1319,Statistical Learning of Conditional Single-Index U-Processes Under Local Stationarity and Missing-At,include,none,media,Teoria asintotica para U-procesos condicionales bajo datos funcionales faltantes,no,
